Depmuni,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,ESTADO_ENCUESTA,RECO_DIC
11001,2,1,2,4,11373,1,1,1,,0
50001,1,1,3,5,11374,1,1,1,,0
47001,2,1,1,1,11375,1,1,1,,0
25754,2,1,1,2,11376,1,1,1,,0
05045,1,1,2,2,11377,1,1,1,,0
25754,2,1,2,3,11378,1,1,1,,0
11001,2,1,3,3,11379,1,1,1,,0
52001,1,1,3,6,11380,1,1,1,,0
41001,1,1,2,1,11381,1,1,1,,0
25754,1,1,2,3,11382,1,1,1,,0
44001,1,1,1,4,11383,1,1,1,,0
25175,2,1,2,4,11384,1,1,1,,0
05266,2,1,2,3,11385,1,1,1,,0
66001,1,1,3,2,11386,1,1,1,,0
13001,1,1,2,4,11387,1,1,1,,0
23001,1,1,1,4,11388,1,1,1,,0
86001,2,1,1,1,11389,1,1,1,,0
11001,1,1,2,4,11390,1,1,1,,0
41001,3,1,2,1,11391,1,1,1,,0
11001,1,1,3,5,11392,1,1,1,,0
50001,1,1,2,3,11393,1,1,1,,0
27001,1,1,3,4,11394,1,1,1,,0
54001,1,1,1,5,11395,1,1,1,,0
05045,1,1,1,1,11396,1,1,1,,0
05001,1,1,3,2,11397,1,1,1,,0
05045,1,1,2,3,11398,1,1,1,,0
11001,2,1,3,4,11399,1,1,1,,0
11001,1,1,3,2,11400,1,1,1,,0
50001,1,1,2,6,11401,1,1,1,,0
66001,2,1,3,2,11402,1,1,1,,0
05045,1,1,2,6,11403,1,1,1,,0
11001,2,1,2,1,11404,1,1,1,,0
76275,2,1,2,2,11405,1,1,1,,0
13001,2,1,1,4,11406,1,1,1,,0
05045,1,1,1,5,11407,1,1,1,,0
05212,2,1,2,3,11408,1,1,1,,0
05045,1,1,1,6,11409,1,1,1,,0
25175,2,1,2,4,11410,1,1,1,,0
44001,1,1,1,6,11412,1,1,1,,0
05001,1,1,1,2,11413,1,1,1,,0
25754,2,1,2,3,11414,1,1,1,,0
05045,1,1,1,2,11415,1,1,1,,0
05045,1,1,1,3,11417,1,1,1,,0
50001,2,1,3,6,11419,1,1,1,,0
05045,1,1,1,2,11420,1,1,1,,0
25754,1,1,1,2,11421,1,1,1,,0
52001,1,1,2,7,11422,1,1,1,,0
25754,2,1,1,3,11424,1,1,1,,0
11001,2,1,3,1,11425,1,1,1,,0
11001,1,1,2,5,11426,1,1,1,,0
11001,1,1,2,3,11427,1,1,1,,0
18001,2,1,3,1,11428,1,1,1,,0
66001,1,1,3,4,11430,1,1,1,,0
11001,2,1,3,3,11431,1,1,1,,0
08001,2,1,1,2,11432,1,1,1,,0
25754,2,1,2,4,11433,1,1,1,,0
68276,2,1,2,5,11434,1,1,1,,0
50001,2,1,3,4,11435,1,1,1,,0
41001,3,1,2,1,11436,1,1,1,,0
13001,2,1,2,2,11437,1,1,1,,0
70708,1,1,2,3,11438,1,1,1,,0
47288,1,1,1,3,11439,1,1,1,,0
23001,2,1,1,1,11440,1,1,1,,0
05045,2,1,1,4,11441,1,1,1,,0
05001,1,1,3,3,11442,1,1,1,,0
27001,1,1,1,1,11443,1,1,1,,0
11001,1,1,3,3,11444,1,1,1,,0
47001,2,1,1,3,11445,1,1,1,,0
25754,2,1,2,3,11446,1,1,1,,0
05045,2,1,1,4,11447,1,1,1,,0
05212,2,1,2,4,11448,1,1,1,,0
25754,1,1,2,3,11449,1,1,1,,0
05045,1,1,1,1,11450,1,1,1,,0
11001,1,1,3,3,11451,1,1,1,,0
08433,1,1,1,5,11452,1,1,1,,0
25175,2,1,2,5,11453,1,1,1,,0
05266,2,1,2,3,11454,1,1,1,,0
70708,1,1,2,4,11456,1,1,1,,0
52001,1,1,3,2,11457,1,1,1,,0
44001,1,1,1,2,11458,1,1,1,,0
66001,3,1,3,1,11459,1,1,1,,0
54001,1,1,1,3,11460,1,1,1,,0
11001,1,1,2,4,11461,1,1,1,,0
11001,2,1,3,3,11462,1,1,1,,0
25754,2,1,1,4,11463,1,1,1,,0
05045,2,1,1,2,11464,1,1,1,,0
18001,1,1,2,2,11466,1,1,1,,0
05001,1,1,3,3,11467,1,1,1,,0
86001,2,1,1,3,11468,1,1,1,,0
05045,1,1,1,2,11469,1,1,1,,0
05001,1,1,2,7,11470,1,1,1,,0
23001,2,1,1,5,11471,1,1,1,,0
25175,2,1,2,4,11472,1,1,1,,0
68276,1,1,2,6,11473,1,1,1,,0
66001,2,1,3,1,11474,1,1,1,,0
25286,1,1,3,3,11476,1,1,1,,0
44001,1,1,1,8,11477,1,1,1,,0
25754,2,1,2,5,11478,1,1,1,,0
76001,2,1,4,2,11479,1,1,1,,0
05045,2,1,1,3,11480,1,1,1,,0
50001,1,1,3,7,11481,1,1,1,,0
05001,1,1,2,7,11482,1,1,1,,0
47189,1,1,1,6,11483,1,1,1,,0
19001,3,1,2,3,11484,1,1,1,,0
50001,2,1,3,5,11485,1,1,1,,0
08433,1,1,1,6,11486,1,1,1,,0
05001,1,1,3,3,11487,1,1,1,,0
23162,1,1,1,6,11488,1,1,1,,0
05045,1,1,1,2,11489,1,1,1,,0
05045,2,1,1,4,11490,1,1,1,,0
25754,2,1,1,6,11491,1,1,1,,0
05212,2,1,2,3,11492,1,1,1,,0
54001,1,1,1,3,11493,1,1,1,,0
66001,2,1,1,4,11494,1,1,1,,0
11001,1,1,2,6,11496,1,1,1,,0
66001,2,1,3,1,11497,1,1,1,,0
47001,2,1,1,3,11498,1,1,1,,0
70708,1,1,1,8,11499,1,1,1,,0
05045,1,1,2,7,11500,1,1,1,,0
05045,1,1,1,3,11501,1,1,1,,0
68276,1,1,2,4,11502,1,1,1,,0
70708,1,1,2,8,11503,1,1,1,,0
11001,1,1,3,3,11504,1,1,1,,0
47288,1,1,1,12,11505,1,1,1,,0
05045,1,1,1,4,11506,1,1,1,,0
05045,1,1,1,5,11507,1,1,1,,0
11001,2,1,2,4,11509,1,1,1,,0
05001,1,1,3,8,11510,1,1,1,,0
50001,1,1,3,6,11512,1,1,1,,0
20011,1,1,1,3,11513,1,1,1,,0
05045,1,1,2,4,11514,1,1,1,,0
25754,1,1,3,3,11515,1,1,1,,0
11001,1,1,2,4,11516,1,1,1,,0
76001,1,1,2,2,11517,1,1,1,,0
23001,2,1,1,3,11518,1,1,1,,0
11001,2,1,3,4,11519,1,1,1,,0
25286,1,1,3,7,11520,1,1,1,,0
05001,1,1,3,3,11521,1,1,1,,0
05045,2,1,2,5,11522,1,1,1,,0
11001,2,1,2,3,11523,1,1,1,,0
11001,2,1,3,2,11524,1,1,1,,0
05045,1,1,2,4,11525,1,1,1,,0
70708,1,1,1,7,11526,1,1,1,,0
66001,2,1,2,5,11527,1,1,1,,0
05045,1,1,1,5,11528,1,1,1,,0
05045,2,1,1,3,11529,1,1,1,,0
25754,2,1,2,1,11530,1,1,1,,0
05045,1,1,2,3,11531,1,1,1,,0
50001,1,1,3,5,11532,1,1,1,,0
54001,1,1,1,5,11533,1,1,1,,0
05001,1,1,2,2,11534,1,1,1,,0
25754,2,1,2,2,11535,1,1,1,,0
05088,2,1,3,3,11536,1,1,1,,0
68276,1,1,3,5,11537,1,1,1,,0
27001,1,1,1,7,11539,1,1,1,,0
08433,2,1,1,6,11541,1,1,1,,0
08001,2,1,1,4,11542,1,1,1,,0
44001,1,1,1,4,11543,1,1,1,,0
20011,1,1,1,5,11544,1,1,1,,0
05001,1,1,3,2,11545,1,1,1,,0
23466,1,1,1,3,11546,1,1,1,,0
70708,1,1,1,5,11547,1,1,1,,0
25175,2,1,2,5,11548,1,1,1,,0
05266,2,1,2,3,11549,1,1,1,,0
47001,1,1,1,2,11550,1,1,1,,0
25754,2,1,2,2,11552,1,1,1,,0
11001,1,1,2,5,11553,1,1,1,,0
05212,2,1,1,3,11554,1,1,1,,0
11001,3,1,3,6,11555,1,1,1,,0
41001,3,1,2,1,11556,1,1,1,,0
05045,1,1,1,2,11557,1,1,1,,0
05001,1,1,3,6,11558,1,1,1,,0
05045,1,1,2,6,11559,1,1,1,,0
23001,1,1,1,2,11560,1,1,1,,0
70708,1,1,2,1,11561,1,1,1,,0
23162,1,1,2,6,11562,1,1,1,,0
05045,1,1,1,2,11563,1,1,1,,0
50001,2,1,3,5,11564,1,1,1,,0
11001,1,1,3,3,11566,1,1,1,,0
76001,2,1,3,2,11567,1,1,1,,0
23466,3,1,3,1,11568,1,1,1,,0
19001,1,1,3,5,11569,1,1,1,,0
68276,1,1,2,4,11571,1,1,1,,0
05045,1,1,1,4,11572,1,1,1,,0
11001,1,1,3,6,11573,1,1,1,,0
47189,1,1,1,4,11574,1,1,1,,0
05045,1,1,2,6,11576,1,1,1,,0
47001,2,1,1,6,11577,1,1,1,,0
76001,2,1,4,1,11579,1,1,1,,0
08433,1,1,1,4,11580,1,1,1,,0
05001,2,1,3,2,11581,1,1,1,,0
23466,1,1,2,1,11582,1,1,1,,0
11001,3,1,2,1,11583,1,1,1,,0
70708,1,1,1,7,11584,1,1,1,,0
11001,1,1,3,3,11585,1,1,1,,0
20011,1,1,1,3,11586,1,1,1,,0
54001,1,1,1,7,11587,1,1,1,,0
11001,1,1,2,2,11589,1,1,1,,0
05045,2,1,2,4,11590,1,1,1,,0
08433,1,1,1,7,11591,1,1,1,,0
05045,1,1,1,2,11592,1,1,1,,0
25754,2,1,1,3,11593,1,1,1,,0
05045,1,1,2,1,11594,1,1,1,,0
27001,2,1,1,1,11595,1,1,1,,0
25754,1,1,3,3,11596,1,1,1,,0
50001,2,1,4,6,11597,1,1,1,,0
25286,1,1,1,5,11598,1,1,1,,0
05212,2,1,2,4,11599,1,1,1,,0
05045,1,1,1,6,11600,1,1,1,,0
25754,2,1,2,1,11601,1,1,1,,0
25754,2,1,1,2,11602,1,1,1,,0
05088,2,1,3,3,11603,1,1,1,,0
23001,2,1,1,3,11604,1,1,1,,0
05001,1,1,3,4,11605,1,1,1,,0
11001,1,1,2,4,11607,1,1,1,,0
11001,2,1,3,2,11608,1,1,1,,0
05045,1,1,2,1,11609,1,1,1,,0
05266,2,1,2,7,11610,1,1,1,,0
70708,1,1,2,3,11611,1,1,1,,0
11001,3,1,3,2,11612,1,1,1,,0
23162,1,1,1,4,11613,1,1,1,,0
25175,2,1,2,2,11615,1,1,1,,0
20011,1,1,1,3,11616,1,1,1,,0
05001,2,1,3,2,11617,1,1,1,,0
05045,1,1,2,6,11618,1,1,1,,0
44001,1,1,1,4,11619,1,1,1,,0
05045,1,1,1,7,11620,1,1,1,,0
76001,2,1,4,5,11621,1,1,1,,0
25754,2,1,1,5,11622,1,1,1,,0
05045,2,1,2,4,11624,1,1,1,,0
05001,1,1,2,3,11625,1,1,1,,0
76001,2,1,2,4,11626,1,1,1,,0
41001,1,1,3,3,11627,1,1,1,,0
47189,1,1,1,4,11628,1,1,1,,0
05045,1,1,1,6,11629,1,1,1,,0
23466,1,1,1,17,11630,1,1,1,,0
23001,2,1,1,4,11631,1,1,1,,0
25286,2,1,2,3,11632,1,1,1,,0
25754,2,1,1,3,11633,1,1,1,,0
27001,2,1,1,5,11634,1,1,1,,0
05045,1,1,2,3,11635,1,1,1,,0
05212,2,1,2,2,11636,1,1,1,,0
11001,1,1,2,5,11637,1,1,1,,0
11001,1,1,3,4,11638,1,1,1,,0
11001,1,1,3,4,11639,1,1,1,,0
47189,1,1,1,7,11640,1,1,1,,0
05045,1,1,1,4,11641,1,1,1,,0
05001,2,1,3,4,11642,1,1,1,,0
11001,1,1,2,3,11643,1,1,1,,0
19001,2,1,3,5,11644,1,1,1,,0
23162,1,1,1,2,11645,1,1,1,,0
25754,1,1,3,2,11646,1,1,1,,0
25754,2,1,2,3,11647,1,1,1,,0
11001,2,1,3,3,11649,1,1,1,,0
66001,1,1,1,8,11650,1,1,1,,0
11001,1,1,2,3,11651,1,1,1,,0
05045,1,1,2,4,11652,1,1,1,,0
05001,2,1,3,2,11653,1,1,1,,0
44001,1,1,1,7,11654,1,1,1,,0
20011,1,1,1,3,11655,1,1,1,,0
25754,1,1,2,5,11656,1,1,1,,0
25754,1,1,1,1,11657,1,1,1,,0
11001,1,1,3,6,11658,1,1,1,,0
25286,2,1,2,4,11659,1,1,1,,0
05088,2,1,3,3,11660,1,1,1,,0
25754,1,1,1,4,11661,1,1,1,,0
05045,1,1,1,4,11662,1,1,1,,0
11001,2,1,2,2,11664,1,1,1,,0
05045,1,1,1,4,11665,1,1,1,,0
41001,2,1,3,1,11666,1,1,1,,0
76001,2,1,2,2,11667,1,1,1,,0
05045,2,1,2,3,11668,1,1,1,,0
05212,2,1,2,2,11669,1,1,1,,0
73001,2,1,2,3,11670,1,1,1,,0
27001,2,1,2,5,11671,1,1,1,,0
11001,2,1,3,4,11672,1,1,1,,0
11001,1,1,2,2,11673,1,1,1,,0
11001,1,1,2,4,11674,1,1,1,,0
76001,2,1,3,2,11675,1,1,1,,0
05001,1,1,2,3,11676,1,1,1,,0
11001,2,1,3,3,11677,1,1,1,,0
25754,1,1,2,2,11678,1,1,1,,0
05001,2,1,3,2,11679,1,1,1,,0
05045,1,1,2,4,11680,1,1,1,,0
47001,2,1,1,4,11681,1,1,1,,0
11001,1,1,9,4,11682,1,1,1,,0
11001,1,1,2,3,11683,1,1,1,,0
05045,2,1,1,3,11684,1,1,1,,0
05045,2,1,1,3,11685,1,1,1,,0
11001,1,1,3,4,11686,1,1,1,,0
25286,1,1,1,4,11687,1,1,1,,0
44001,1,1,1,5,11688,1,1,1,,0
11001,2,1,3,1,11689,1,1,1,,0
05001,2,1,3,3,11690,1,1,1,,0
05045,2,1,1,3,11691,1,1,1,,0
11001,2,1,2,4,11692,1,1,1,,0
73001,2,1,2,3,11694,1,1,1,,0
05045,1,1,1,4,11695,1,1,1,,0
27001,1,1,1,4,11696,1,1,1,,0
05001,1,1,3,4,11698,1,1,1,,0
11001,2,1,2,4,11699,1,1,1,,0
05045,2,1,2,4,11700,1,1,1,,0
25175,2,1,2,1,11701,1,1,1,,0
66001,1,1,1,3,11702,1,1,1,,0
05045,1,1,2,3,11703,1,1,1,,0
05045,1,1,1,5,11704,1,1,1,,0
25286,1,1,2,3,11705,1,1,1,,0
11001,1,1,2,6,11706,1,1,1,,0
76001,2,1,5,2,11707,1,1,1,,0
08001,1,1,2,6,11708,1,1,1,,0
44001,1,1,1,1,11709,1,1,1,,0
25175,1,1,3,4,11710,1,1,1,,0
73001,2,1,3,4,11711,1,1,1,,0
11001,2,1,2,4,11713,1,1,1,,0
27001,1,1,2,4,11714,1,1,1,,0
25286,1,1,2,3,11715,1,1,1,,0
25286,2,1,1,4,11716,1,1,1,,0
11001,1,1,2,4,11717,1,1,1,,0
05001,2,1,1,2,11718,1,1,1,,0
25175,2,1,2,4,11720,1,1,1,,0
05045,2,1,2,4,11722,1,1,1,,0
76001,1,1,2,3,11723,1,1,1,,0
05045,1,1,1,4,11724,1,1,1,,0
20011,1,1,1,3,11725,1,1,1,,0
19001,1,1,1,1,11726,1,1,1,,0
11001,2,1,2,3,11728,1,1,1,,0
25175,2,1,3,2,11729,1,1,1,,0
08433,2,1,1,6,11730,1,1,1,,0
66001,1,1,1,2,11731,1,1,1,,0
11001,1,1,2,3,11732,1,1,1,,0
25286,1,1,2,2,11733,1,1,1,,0
41551,1,1,3,4,11734,1,1,1,,0
05045,1,1,2,5,11735,1,1,1,,0
05045,1,1,2,4,11736,1,1,1,,0
25175,2,1,2,1,11738,1,1,1,,0
25286,1,1,2,5,11739,1,1,1,,0
05045,1,1,1,5,11740,1,1,1,,0
05045,1,1,2,2,11741,1,1,1,,0
05001,2,1,2,5,11742,1,1,1,,0
25754,1,1,1,3,11743,1,1,1,,0
11001,1,1,2,7,11744,1,1,1,,0
25754,2,1,3,4,11745,1,1,1,,0
05045,1,1,1,3,11746,1,1,1,,0
73001,1,1,3,4,11747,1,1,1,,0
25754,1,1,2,3,11748,1,1,1,,0
11001,2,1,2,4,11749,1,1,1,,0
25754,1,1,2,4,11750,1,1,1,,0
05045,1,1,2,4,11751,1,1,1,,0
11001,2,1,2,2,11752,1,1,1,,0
05045,1,1,1,2,11753,1,1,1,,0
11001,2,1,3,4,11754,1,1,1,,0
41551,1,1,3,4,11755,1,1,1,,0
05045,1,1,2,2,11756,1,1,1,,0
47288,2,1,1,10,11758,1,1,1,,0
25175,2,1,2,5,11760,1,1,1,,0
08001,2,1,2,7,11761,1,1,1,,0
05045,1,1,2,3,11762,1,1,1,,0
08001,1,1,1,2,11763,1,1,1,,0
05045,1,1,2,3,11764,1,1,1,,0
05045,1,1,2,2,11766,1,1,1,,0
11001,1,1,2,8,11767,1,1,1,,0
05088,2,1,2,6,11769,1,1,1,,0
05045,1,1,1,4,11770,1,1,1,,0
11001,1,1,1,5,11771,1,1,1,,0
11001,2,1,2,2,11772,1,1,1,,0
25175,2,1,2,1,11773,1,1,1,,0
76520,2,1,3,2,11774,1,1,1,,0
73001,2,1,3,4,11775,1,1,1,,0
25754,1,1,2,5,11776,1,1,1,,0
05001,1,1,2,3,11777,1,1,1,,0
08433,2,1,1,3,11778,1,1,1,,0
08433,2,1,1,3,11779,1,1,1,,0
66001,2,1,1,3,11780,1,1,1,,0
25175,2,1,2,1,11781,1,1,1,,0
11001,2,1,2,3,11782,1,1,1,,0
11001,2,1,3,5,11783,1,1,1,,0
11001,1,1,2,4,11784,1,1,1,,0
11001,1,1,2,6,11785,1,1,1,,0
05088,2,1,2,3,11786,1,1,1,,0
08001,1,1,1,4,11787,1,1,1,,0
25754,1,1,2,4,11788,1,1,1,,0
41001,1,1,1,4,11789,1,1,1,,0
19001,1,1,1,4,11790,1,1,1,,0
05045,1,1,2,3,11791,1,1,1,,0
11001,1,1,2,3,11792,1,1,1,,0
76520,2,1,3,4,11793,1,1,1,,0
66001,1,1,1,3,11795,1,1,1,,0
11001,2,1,2,3,11796,1,1,1,,0
05088,2,1,3,1,11798,1,1,1,,0
47288,1,1,1,4,11799,1,1,1,,0
11001,1,1,2,11,11800,1,1,1,,0
11001,1,1,3,1,11801,1,1,1,,0
41551,1,1,3,2,11803,1,1,1,,0
25754,2,1,2,3,11804,1,1,1,,0
05045,1,1,1,3,11806,1,1,1,,0
05045,2,1,2,2,11807,1,1,1,,0
05045,1,1,2,3,11808,1,1,1,,0
11001,2,1,2,3,11809,1,1,1,,0
08001,3,1,1,4,11810,1,1,1,,0
05266,2,1,3,3,11812,1,1,1,,0
05380,2,1,2,2,11813,1,1,1,,0
05045,2,1,1,1,11814,1,1,1,,0
76520,2,1,3,8,11815,1,1,1,,0
66001,2,1,5,2,11816,1,1,1,,0
76001,2,1,4,3,11817,1,1,1,,0
11001,1,1,3,4,11818,1,1,1,,0
05088,2,1,2,6,11819,1,1,1,,0
05088,2,1,3,3,11820,1,1,1,,0
23466,1,1,3,3,11821,1,1,1,,0
05088,2,1,2,1,11822,1,1,1,,0
05045,1,1,1,5,11823,1,1,1,,0
25754,1,1,2,4,11824,1,1,1,,0
05045,2,1,2,1,11825,1,1,1,,0
05045,2,1,1,3,11826,1,1,1,,0
19001,1,1,1,6,11827,1,1,1,,0
25754,2,1,2,4,11828,1,1,1,,0
11001,1,1,3,4,11829,1,1,1,,0
05088,2,1,2,3,11831,1,1,1,,0
25754,1,1,2,3,11833,1,1,1,,0
08433,1,1,1,1,11834,1,1,1,,0
08433,1,1,1,5,11835,1,1,1,,0
05212,2,1,2,2,11836,1,1,1,,0
05045,2,1,2,3,11837,1,1,1,,0
70708,1,1,1,3,11838,1,1,1,,0
05001,1,1,3,4,11839,1,1,1,,0
11001,2,1,3,2,11841,1,1,1,,0
47189,1,1,1,3,11842,1,1,1,,0
41551,1,1,3,2,11843,1,1,1,,0
11001,1,1,3,4,11844,1,1,1,,0
11001,2,1,3,2,11845,1,1,1,,0
11001,3,1,3,3,11847,1,1,1,,0
25286,1,1,2,3,11848,1,1,1,,0
08001,1,1,1,1,11849,1,1,1,,0
05308,2,1,3,2,11850,1,1,1,,0
11001,2,1,3,6,11852,1,1,1,,0
11001,2,1,3,2,11853,1,1,1,,0
23466,2,1,2,3,11854,1,1,1,,0
11001,1,1,4,2,11855,1,1,1,,0
05212,2,1,2,3,11857,1,1,1,,0
05045,2,1,1,2,11858,1,1,1,,0
05088,2,1,2,2,11859,1,1,1,,0
11001,2,1,2,5,11860,1,1,1,,0
25754,2,1,1,4,11861,1,1,1,,0
41551,2,1,3,2,11862,1,1,1,,0
70708,1,1,1,10,11863,1,1,1,,0
73001,2,1,3,2,11864,1,1,1,,0
47001,1,1,4,3,11865,1,1,1,,0
47288,1,1,1,5,11867,1,1,1,,0
05088,2,1,3,1,11868,1,1,1,,0
05001,2,1,2,3,11869,1,1,1,,0
05045,1,1,1,4,11870,1,1,1,,0
81001,1,1,2,5,11871,1,1,1,,0
05045,1,1,2,2,11872,1,1,1,,0
70708,2,1,1,3,11873,1,1,1,,0
05308,1,1,2,4,11874,1,1,1,,0
05266,2,1,3,1,11875,1,1,1,,0
11001,2,1,3,4,11876,1,1,1,,0
05001,2,1,3,4,11878,1,1,1,,0
05045,2,1,2,2,11879,1,1,1,,0
23466,1,1,2,3,11880,1,1,1,,0
52001,2,1,3,2,11881,1,1,1,,0
05088,2,1,2,4,11882,1,1,1,,0
05380,2,1,2,3,11883,1,1,1,,0
70708,1,1,1,4,11884,1,1,1,,0
11001,2,1,4,4,11886,1,1,1,,0
08001,3,1,1,3,11887,1,1,1,,0
81001,1,1,2,2,11888,1,1,1,,0
66001,2,1,4,4,11889,1,1,1,,0
05088,2,1,2,3,11890,1,1,1,,0
25754,2,1,3,1,11891,1,1,1,,0
05308,2,1,2,2,11892,1,1,1,,0
11001,1,1,3,1,11893,1,1,1,,0
86001,2,1,1,4,11894,1,1,1,,0
05045,1,1,1,2,11896,1,1,1,,0
11001,2,1,2,2,11897,1,1,1,,0
70708,1,1,1,8,11898,1,1,1,,0
27001,1,1,1,5,11899,1,1,1,,0
70708,1,1,1,11,11900,1,1,1,,0
05001,2,1,3,3,11901,1,1,1,,0
70708,1,1,1,4,11902,1,1,1,,0
81001,1,1,2,3,11903,1,1,1,,0
05380,2,1,2,4,11904,1,1,1,,0
11001,1,1,3,3,11905,1,1,1,,0
08433,1,1,1,6,11906,1,1,1,,0
11001,1,1,3,3,11907,1,1,1,,0
05088,2,1,2,1,11908,1,1,1,,0
11001,3,1,3,1,11909,1,1,1,,0
05045,2,1,2,4,11910,1,1,1,,0
05045,1,1,2,4,11912,1,1,1,,0
08433,1,1,1,2,11914,1,1,1,,0
85001,1,1,1,2,11915,1,1,1,,0
52001,2,1,2,4,11916,1,1,1,,0
25754,2,1,2,5,11917,1,1,1,,0
11001,1,1,3,3,11918,1,1,1,,0
05045,1,1,1,5,11919,1,1,1,,0
05266,2,1,3,2,11920,1,1,1,,0
76520,2,1,3,2,11921,1,1,1,,0
20011,1,1,1,3,11922,1,1,1,,0
20011,1,1,1,5,11923,1,1,1,,0
05088,2,1,2,4,11924,1,1,1,,0
05837,1,1,2,6,11926,1,1,1,,0
70708,1,1,1,4,11927,1,1,1,,0
47189,2,1,1,3,11928,1,1,1,,0
23001,2,1,1,2,11929,1,1,1,,0
11001,1,1,3,6,11930,1,1,1,,0
25286,1,1,2,3,11931,1,1,1,,0
23660,2,1,1,1,11932,1,1,1,,0
11001,2,1,3,4,11933,1,1,1,,0
73001,1,1,2,5,11934,1,1,1,,0
11001,2,1,2,8,11935,1,1,1,,0
11001,1,1,4,5,11936,1,1,1,,0
23162,1,1,1,4,11937,1,1,1,,0
05045,1,1,1,5,11938,1,1,1,,0
05001,1,1,3,1,11939,1,1,1,,0
23466,2,1,3,3,11940,1,1,1,,0
70708,1,1,1,4,11941,1,1,1,,0
11001,1,1,3,5,11942,1,1,1,,0
05088,2,1,2,3,11943,1,1,1,,0
73001,2,1,3,3,11944,1,1,1,,0
70708,1,1,1,1,11945,1,1,1,,0
05088,2,1,3,2,11946,1,1,1,,0
81001,1,1,2,2,11947,1,1,1,,0
41001,2,1,1,2,11950,1,1,1,,0
81001,1,1,2,6,11951,1,1,1,,0
52001,1,1,3,3,11952,1,1,1,,0
70708,1,1,1,6,11953,1,1,1,,0
05045,2,1,1,1,11954,1,1,1,,0
70708,1,1,1,6,11955,1,1,1,,0
11001,1,1,3,4,11956,1,1,1,,0
05266,2,1,3,3,11957,1,1,1,,0
11001,3,1,3,3,11959,1,1,1,,0
66001,1,1,4,3,11960,1,1,1,,0
27001,1,1,1,2,11961,1,1,1,,0
11001,2,1,2,4,11963,1,1,1,,0
11001,2,1,2,2,11964,1,1,1,,0
25754,2,1,1,2,11965,1,1,1,,0
05001,1,1,2,3,11966,1,1,1,,0
23001,2,1,1,5,11967,1,1,1,,0
11001,1,1,3,5,11968,1,1,1,,0
05001,1,1,3,5,11969,1,1,1,,0
05266,2,1,3,2,11970,1,1,1,,0
08001,1,1,1,3,11971,1,1,1,,0
47001,1,1,4,4,11972,1,1,1,,0
11001,2,1,3,2,11973,1,1,1,,0
73001,2,1,3,3,11974,1,1,1,,0
41001,1,1,1,4,11975,1,1,1,,0
20011,1,1,1,4,11976,1,1,1,,0
41001,1,1,2,3,11978,1,1,1,,0
25754,2,1,1,3,11979,1,1,1,,0
52001,1,1,2,1,11980,1,1,1,,0
70708,1,1,1,3,11981,1,1,1,,0
47189,1,1,2,5,11982,1,1,1,,0
05088,2,1,1,4,11983,1,1,1,,0
05266,2,1,3,3,11984,1,1,1,,0
05045,2,1,2,4,11985,1,1,1,,0
05045,1,1,1,1,11986,1,1,1,,0
11001,1,1,3,4,11987,1,1,1,,0
08001,1,1,2,6,11988,1,1,1,,0
85001,1,1,1,1,11989,1,1,1,,0
05045,1,1,1,2,11990,1,1,1,,0
81001,1,1,2,3,11991,1,1,1,,0
70708,1,1,1,3,11992,1,1,1,,0
23162,1,1,2,3,11993,1,1,1,,0
05001,1,1,3,5,11995,1,1,1,,0
70708,1,1,1,11,11996,1,1,1,,0
70708,1,1,1,4,11997,1,1,1,,0
23466,1,1,3,4,11998,1,1,1,,0
08433,2,1,1,4,11999,1,1,1,,0
11001,1,1,2,4,12000,1,1,1,,0
11001,2,1,4,1,12001,1,1,1,,0
05088,2,1,2,1,12002,1,1,1,,0
25754,2,1,2,3,12003,1,1,1,,0
81001,1,1,1,3,12004,1,1,1,,0
73001,1,1,3,3,12005,1,1,1,,0
11001,2,1,3,4,12006,1,1,1,,0
47288,1,1,1,5,12007,1,1,1,,0
20011,1,1,1,5,12008,1,1,1,,0
70708,1,1,1,1,12009,1,1,1,,0
70708,1,1,1,7,12010,1,1,1,,0
25286,1,1,2,6,12011,1,1,1,,0
25286,1,1,1,2,12012,1,1,1,,0
05212,2,1,2,3,12014,1,1,1,,0
52001,1,1,3,1,12015,1,1,1,,0
66001,2,1,4,2,12016,1,1,1,,0
25754,1,1,2,4,12017,1,1,1,,0
05088,2,1,1,2,12018,1,1,1,,0
41001,1,1,2,4,12020,1,1,1,,0
05001,2,1,2,5,12021,1,1,1,,0
05266,2,1,3,3,12022,1,1,1,,0
05001,1,1,3,3,12023,1,1,1,,0
11001,1,1,3,6,12024,1,1,1,,0
05045,2,1,2,1,12025,1,1,1,,0
11001,2,1,2,2,12026,1,1,1,,0
81001,1,1,2,3,12027,1,1,1,,0
11001,2,2,,2,12028,1,1,1,,0
70708,1,1,1,3,12029,1,1,1,,0
99001,4,1,1,5,12030,1,1,1,,0
86001,2,1,1,3,12031,1,1,1,,0
05045,1,1,1,4,12032,1,1,1,,0
18001,1,1,3,1,12033,1,1,1,,0
11001,2,1,3,3,12034,1,1,1,,0
85001,1,1,1,4,12035,1,1,1,,0
25286,1,1,1,5,12036,1,1,1,,0
23162,1,1,1,2,12037,1,1,1,,0
